Initial_Weight,Final_Weight,Height,Age,Gender
119,120,64,47,female
288,266,70,63,male
210,210,66,44,female
200,182.5,69,28,male
308,301.8,65,43,female
400,400,70,26,female
230.6,216.4,73,35,male
280,280,62,64,female
196,178,65,67,female
186,178.8,66,30,female
205,194,70,51,male
168,165,65,55,female
136,136,66,30,female
320,319,65,38,female
169.5,154.5,61,46,female
152,152,68,53,female
250,252.8,65,45,female
175,175,63,66,female
400,400,71,59,male
157,155,65,58,female
194,196,62,36,female
149,146,62,35,female
278,279,66,66,female
126,125.4,64,45,female
200,198,65,68,female
160.7,149.6,64,42,female
163,158.4,63,27,female
145,145,65,58,female
169,165.8,68,40,male
156,156,67,38,male
151,151,63,79,female
138,138,62,55,female
44,44,41,4,female
160,173,60,75,female
250,250,68,46,female
132,136,61,52,female
139,137,64,54,female
243,243,73,44,male
210,150.2,61,43,female
138.6,138.6,64,47,female
130,135,64,39,female
176,157,64,41,female
132,132,59,47,female
190,183,69,40,female
109,109,64,45,female
155,145.6,62,64,female
180,184,65,54,female
160,153,67,43,female
220,220,67,40,female
210,210,76,58,male
203,201,69,55,female
120,118.2,60,33,female
230,230,62,55,female
148,149,62,34,female
265,264,68,59,female
162,157,65,46,female
173,165.5,68,73,female
170,166.8,67,36,female
185,175,68,45,female
278,260,67,34,female
193,192.5,65,49,female
212.2,195.6,64,39,female
333,327,67,40,female
158,155.6,65,52,female
270,270,71,57,male
193,191,62,53,female
224,224,66,39,female
291,291,70,63,male
206,203.5,63,54,female
160.36,152.58,61,68,female
175,168.5,61,57,female
203,201.6,64,63,female
170,164.4,65,50,male
178,162,64,40,female
222.7,216,62,22,female
233,245,65,45,female
220,220,73,53,male
177,161,67,53,female
147,147,63,40,female
233,250,68,31,female
158,152,69,41,female
320,320,71,55,male
216,211,63,49,female
170,165,67,50,female
130,138.8,68,40,female
191,171,67,29,female
185,185,65,52,female
274,274,75,32,male
170,170,68,24,female
150,150,68,19,male
187,156,70,39,female
142,142,60,41,female
253,253,72,58,female
215,204.4,67,57,female
229,229,65,62,female
262,262,66,57,female
145,145,65,38,female
135,130.8,68,52,female
212,195.8,69,26,female
173,163,63,55,female
198,198,68,63,female
170,178,74,24,male
170,167,67,50,female
255,246,66,46,female
165.66,168,61,36,female
135,135,64,35,female
156,152.8,70,47,female
149.6,147.2,68,42,female
150,150,66,51,female
208,208,73,44,male
208,195,63,45,female
360,374,78,31,male
164,164,64,45,female
197,189,64,63,female
195,195,69,54,female
241.49,232,71,63,male
164,164.4,65,38,female
175,186.4,67,43,female
192,194.5,62,34,female
230,231,62,55,female
385,382.6,64,56,female
144,144,64,56,female
150,150,65,52,female
288,281,65,44,female
232,213.5,64,56,female
301,294,73,34,male
178,178,65,43,female
215,206,59,28,female
267,250,64,36,female
275,278,67,70,female
179,159.2,66,48,female
241,219.6,66,44,male
217.6,209.6,62,32,female
215,215,69,66,male
139,140.4,65,37,female
188,178,64,65,female
187,187,60,44,female
177,148.2,66,33,male
172.04,163.66,62,32,female
153,153,65,59,female
206,195,63,53,female
205,197.4,62,37,female
294,295.8,71,45,male
248,217,74,25,male
170,164,65,56,female
209,209,70,40,female
175,180.1,64,36,female
182,177,67,46,female
180,178,64,41,female
170,167.5,68,28,female
187,191,71,56,male
190,190,62,34,female
180,179,60,59,female
182,192.5,66,49,female
173,171.4,65,50,female
225,228,65,63,female
144,144,65,39,female
235,235,66,57,female
230,230,67,26,female
149,146,60,31,female
144.4,137.1,65,55,female
130,120,63,33,female
158,158,62,46,female
180,173,68,51,female
139,142,63,50,female
235,222,65,44,female
163,150,66,50,female
172,153,64,62,female
190,190,69,36,male
138,138,64,51,female
208,208,70,55,male
235,235,70,68,male
179,172.2,72,57,male
191,191,62,52,female
137,137,64,41,female
139,139,62,61,female
130,130,65,54,female
150,148,67,55,female
145,145,66,33,female
178.62,164.65,69,43,female
107,107,66,71,male
311,262.2,76,32,male
222,214.4,70,47,female
130,126.5,60,29,female
245,245,65,62,female
261,261,72,35,female
187,181,65,33,female
314,314.4,70,56,male
194.2,188,71,35,male
157,157,71,53,female
274,272,67,40,female
215,213,65,39,female
146,140.2,65,30,female
150,150,66,39,female
165,175,67,35,female
168,168,67,4,female
158,158,62,58,female
172,172,65,29,female
172,172,69,36,male
207,150,64,35,female
267,256,73,52,male
130,130,66,41,female
185,188.7,65,73,female
220,224.5,65,48,female
133,132.5,65,51,female
160,158,65,34,female
240,232,66,50,female
239,239,68,27,female
191.5,225,65,48,female
194,179,65,42,female
213,206,64,29,female
315,322,71,40,male
123,118.6,60,60,female
147,147.6,68,41,female
142,137,65,23,female
225,225,62,45,female
200,200,66,37,female
162.2,160.7,65,38,female
179,181.5,62,40,female
332,336.7,68,64,female
230,230,71,54,male
150,146.5,64,49,female
158,143,60,32,female
245,245,67,66,female
265,265,71,51,male
170,170,65,30,female
257,267,69,44,female
170,167,62,56,female
169.4,169.4,64,25,female
168,159,60,42,female
156.3,143.6,64,25,female
148,148,68,27,female
296,296,69,42,male
210,208.8,69,38,male
200,193,62,39,female
165,161.5,68,57,female
154,153,65,43,female
150,161.8,71,28,female
214,204,67,40,female
189,184.8,65,50,female
211,200,63,52,female
225,219,62,65,female
209,158.8,65,33,female
182,174,63,44,female
163,163,61,56,female
203,197.6,69,57,female
210,210,67,52,female
228,230,63,47,female
112,112,59,9,male
133,135.5,62,59,female
180,160,69,28,female
133,131,62,37,female
232,232,62,61,female
139,139,64,27,female
173,170,63,29,female
212,217,63,44,female
167,156.4,68,20,female
226,220,67,38,female
122,127,67,23,female
165,163,66,44,female
412,412,70,42,female
151,146.2,67,57,female
320,319,66,51,female
183,178.6,65,57,female
228,229.5,67,46,male
196,194.8,69,53,male
290,290,73,68,male
192,192,70,45,male
225,225,61,41,female
179,179,67,31,female
293.5,270,71,59,male
247,239,66,39,female
170,168.4,67,23,female
170,170,60,67,female
239.58,235.51,69,42,male
214,207,62,40,female
186,177,66,54,female
225,225,71,43,female
141.9,133,63,22,female
139,127,61,41,female
217,200,65,59,female
274,274,62,36,female
193,193,66,33,female
260,245,72,38,male
235,213.6,67,47,female
226,226,65,58,female
182,178,62,64,female
197,195.2,64,58,female
164,158,66,47,female
164,158.5,66,34,female
192,192,61,35,female
150,147.5,64,45,female
176,171.6,71,32,male
210,212,65,50,female
135,135,65,35,female
136,136,64,25,female
196,191.2,61,54,female
138,138,63,43,female
181,176,64,49,female
224,236,66,66,male
180,180,65,40,female
220,212.6,66,47,female
180,180,60,43,female
124,124,63,27,female
234,223.5,70,63,male
198,203,61,52,female
165,149.5,61,58,female
220,220,70,69,male
240,232,78,40,male
282,282,71,54,male
210,213.4,63,23,female
218,207.3,69,37,female
187,183,71,45,male
164,156,62,42,female
217,203,65,75,female
186,168,63,49,female
200,193,67,57,female
240,256.2,76,49,male
176,174,62,28,female
126,125,62,37,female
153,153,65,55,female
158,155.2,62,65,female
206,208.6,70,39,female
122,122,69,44,female
204,200.5,68,57,male
128,128,67,43,female
150,150,65,57,female
210,210,63,42,female
125,123,62,48,female
143,143,61,43,female
175,172.5,61,53,female
161,153,66,46,female
156,153.7,66,41,female
130,130,61,47,female
148,148,62,39,female
192,177,59,45,female
235,235,63,59,female
287,287,63,45,female
160,163,69,66,female
133,131.8,66,39,female
196,192,64,51,female
226,226,72,41,male
120,122,62,48,female
166,164.2,69,50,female
215,214,63,32,female
190,190,67,43,female
134,136.2,64,63,female
145.5,145.5,65,28,female
254,254,67,41,female
266,235.4,67,31,female
208,208,70,57,male
169,169.4,66,64,female
169,175,63,29,female
220,220,67,49,female
217,217,64,52,female
290,265,75,48,male
188.6,188,62,29,female
160,160,68,18,female
280.6,277.2,62,46,female
145,142.8,68,27,female
363,323,66,46,female
230,230,61,70,female
248,248,67,42,female
207,207,62,67,female
221,231,65,41,female
208.4,207.8,69,44,female
195,190,60,27,female
225,210.4,65,45,female
260,260,75,60,male
153,153,66,40,female
165,157.5,62,33,female
185,184,67,62,male
123,116,62,34,female
195,184.5,67,49,female
148,148,65,42,female
113,123.4,62,42,female
194,194,64,37,female
125,123,61,53,female
215,210,66,53,female
188,189.5,65,52,female
250,233,66,36,female
192,195,66,38,female
153,153,67,34,female
164,165,64,28,female
167,171,62,39,female
171,166.4,63,49,female
135,130.6,62,47,female
116,116,64,68,female
174,170.4,65,72,female
148,148,64,52,female
325,311,69,54,male
257,257,68,63,male
183,183,62,61,female
285,283,66,62,female
150,146.5,66,28,female
195,189,63,69,female
190,190,64,38,female
180,175.5,65,61,female
204,211,66,48,female
151,141.5,65,45,female
154,154.32,67,38,female
168,168,64,36,female
138,135,63,72,female
160,160,70,40,female
107,102.6,61,36,female
201,166.6,64,58,female
144,134,70,38,female
457,363.2,68,29,female
279,264,71,58,male
234,234,67,87,female
122,115,63,31,female
234,234,69,38,male
214.5,194.59,71,27,male
165,160,64,32,female
288,288,70,42,female
185,187.5,68,61,female
226,226,70,55,male
140,133.5,61,55,female
233,233,63,48,female
225,225,66,53,female
156,157,72,50,male
195,195,64,46,female
240,163.2,64,33,female
190,190,69,40,male
207,208.6,68,55,female
188,188,68,48,female
215,215,65,38,female
162,162,63,50,female
226,226,70,37,male
187,187,64,67,female
154,146,66,36,female
223,222,71,43,female
275,242.2,62,41,female
211,185.2,70,43,female
301.4,309.4,73,31,male
210,193,65,51,female
160,141.4,65,36,female
167,165,63,54,female
155,155,61,41,female
155,155,66,46,female
200,178,68,39,male
172,168,64,66,female
253,244.2,67,56,female
255,255,72,53,male
164,160,64,45,female
166,164.5,62,55,female
190,179.2,69,27,male
166,160.5,58,65,female
193,181,65,52,female
340,321,73,42,male
150,150,65,47,female
140,135,61,29,female
172,172,65,36,female
312,312,63,38,female
175,240,69,25,male
262,262,70,43,male
149,148,65,59,female
220,210.8,66,32,female
221,197,66,27,female
280,280,74,40,male
130,130,62,40,female
298,297,68,62,male
123,104.6,61,30,female
190,190,70,29,male
208,232,72,46,male
290,290,68,46,male
263.5,248,75,59,male
160,167.2,76,52,female
175,175,60,53,female
188,186,64,59,female
219.5,214.5,69,50,male
220,227.2,71,60,male
220,220,64,55,female
218,195,67,46,male
172,169.5,63,51,female
165,165,66,48,female
215,197,67,36,male
145,145,67,38,female
320,296,70,24,female
202,201,69,28,male
250,141.5,64,34,female
335,310,65,46,female
291,291,70,55,female
203,203,65,36,male
147,141.3,62,31,female
127,127.4,62,64,female
366,366,73,49,male
250,246,67,55,female
200,200,69,38,female
130,130,66,26,female
266,266,68,34,female
185,183,67,67,male
191,191,71,59,male
200,193.5,65,63,female
185,187.6,71,77,male
193,193,63,68,female
266,265,71,50,female
282,252,70,63,male
172,172,67,43,female
195,195,67,46,female
150,144,64,40,female
204.3,153.8,62,41,female
174,178.8,63,34,female
217,211,70,34,female
163,158,61,56,female
260,265.4,71,63,male
234,236.4,67,44,female
147,135,64,46,female
150,145,62,52,female
224,110,63,63,female
185,185,65,54,female
218,204.4,66,44,female
226,226,73,77,male
158,158,66,55,female
206,205,70,50,female
216,212.2,68,29,female
170,170,70,46,male
210,209,64,56,female
280,280,70,44,male
185,182.5,65,59,female
226,226,66,34,female
155,155,63,58,female
240,227.8,66,23,female
161,161,67,39,female
460,460,73,71,male
241,239,72,45,male
246,228,65,59,female
182,158.8,64,32,female
140,140,64,22,female
162,162,58,44,female
191,203,66,39,female
117,117,62,34,female
161,157,66,35,female
194,194,69,53,female
179,168,72,56,male
245,245,72,50,male
164,162,68,43,female
150,150,62,37,female
219,219,66,68,female
278,269.6,64,32,female
270,270,68,58,female
244,246.8,74,66,male
167,163,61,37,female
212,208.4,66,49,female
139,139,64,30,female
202,202,61,52,female
236,236,69,82,male
232,223,73,38,male
135,126.9,65,38,female
190,189.9,66,74,female
181,181,62,57,female
140,137,66,39,female
270,270,66,44,female
132,131,65,41,female
245,243,66,63,female
215,176,70,34,male
227,225,62,37,female
129,129,66,38,female
185,183,60,36,female
200,199.4,76,46,male
154,154,64,55,female
172,172,66,35,female
138.4,134.5,63,40,female
168,166,68,32,female
66,66,47,6,female
221,219.4,64,54,female
260,258,72,47,male
144,131.5,64,35,female
190,194,62,68,female
210,198.4,64,45,female
136,136,68,21,female
138.6,127.73,63,49,female
228,221.4,62,47,female
233,219.5,69,34,female
195,195,68,36,male
315,320,72,38,male
125,123.1,63,50,female
206,205,64,44,female
214,206,69,40,male
140,138.5,65,21,female
96,94.6,54,11,female
188,172,61,45,female
116,116,64,21,female
297,291,65,50,female
144,131.4,61,36,female
127,126,67,23,female
301,296,67,41,female
120,111,62,43,female
144,150,62,61,female
153.8,151.4,68,47,female
227,225,62,61,female
215,211,73,47,male
99,99,60,71,female
198,201.3,71,43,female
183,181,70,34,female
188,166,67,30,female
145,145.2,66,47,female
250,254.4,65,42,female
144,150,65,33,female
172,171,62,54,female
216,214,68,39,female
270,275,67,37,female
158,154.2,65,37,female
120,118,56,55,female
215,210,60,39,male
285,278,80,52,male
230,221,63,43,female
172,172,64,53,female
220,220,73,63,male
163,166,61,57,female
147,147,68,37,female
179,188,63,42,female
230,232,68,42,male
380,168,64,47,female
165,152,62,45,female
190,190,68,31,male
137,133,61,43,female
155,148,67,51,female
170,176.66,67,26,female
133,131,64,38,female
211,206,62,46,female
168,168,62,58,female
170,170,60,66,female
165,163.4,65,41,female
192,185,71,63,male
218,216,64,62,female
255,233.2,73,54,male
144,134,62,59,female
195,190,67,41,female
237,232,70,52,male
210,210,66,35,female
360,215,79,43,male
190,185,68,41,female
170,139,62,30,female
220,220,67,45,female
306,306,66,38,female
156,162,64,36,female
169,168,61,56,female
150,150,64,68,female
200,205,67,51,female
130,126,63,47,female
241,244.86,70,47,male
195,192,66,25,female
262.45,206.57,66,44,female
207,196,66,28,female
155,167,66,37,female
250,250,63,37,female
178,178,69,48,male
322,322,69,53,female
177.6,172.5,65,51,female
173,162.4,67,36,female
227.2,227.2,70,58,male
103,103,60,40,female
250,243,63,42,female
165,163.4,67,30,female
205,205,71,47,male
140,110,62,51,female
200,200,69,34,female
170,170,67,53,female
210,203,68,30,male
219,219,73,65,male
227,227,61,58,female
234,199.8,71,46,male
220,226,72,42,male
227,221,65,68,female
135,135,60,25,female
138,143,68,53,female
240,133,65,65,female
183,183,65,50,female
133,132,61,63,female
130,130,65,24,female
183,68,63,32,female
247,243.5,63,35,female
193,187,62,32,female
240,238.8,70,33,male
187,173.5,68,63,female
193,193,67,58,male
265,268,64,48,female
170,170,69,46,male
176,180,63,27,female
143,143,63,31,female
185,175,68,38,male
139,124.8,63,32,female
165,163.2,67,50,female
160,146.3,67,36,female
250,250,66,53,female
210,210,67,69,female
149,149,64,48,female
378,297,63,45,female
233,228,70,57,male
219,221,71,47,male
217,217,64,62,female
135,129,61,29,female
250,235.71,71,80,male
184,184,66,41,female
212,207.2,60,48,female
148,151,61,53,female
160,160,61,72,female
209,209,66,44,female
275,275,79,20,male
185,185,62,46,female
172,172,68,49,female
190,179,64,48,female
180,178,63,41,female
160,160,63,34,female
162,162,68,42,female
245,244,69,54,female
190,195.1,65,30,male
143,141,64,51,female
206,206,67,44,female
208,213,60,55,female
165,160,64,24,female
154,154,59,39,female
156,151,67,39,female
168,168,64,36,female
325,325,71,41,male
220,220,69,44,male
187,183.4,64,63,female
156.5,160.9,64,47,female
200,191.2,70,72,male
165,165,64,38,male
215,210,63,51,female
172,172,68,28,female
203,211,65,35,female
320,232,68,30,female
296,296,72,59,male
156,178,69,28,female
128,121,61,30,female
195,195,65,40,female
275,258,67,49,female
157,152,62,31,female
186,177,67,52,female
140,137,66,18,female
156,164.4,62,40,female
234,242.2,67,49,female
187,185.5,66,46,female
215,215,69,46,female
145,142.5,62,50,female
231,231,71,54,male
207,196.4,62,61,female
215,220,72,69,male
244,242,62,47,female
185,185,68,30,female
260,264,69,33,female
222,202,67,46,female
166,169,64,25,female
209,200.2,67,51,male
176,177.8,66,38,female
240,246,63,40,female
129,129,62,33,female
139,139,62,43,female
218,217,67,57,male
274,266.8,71,43,female
150,144.4,62,65,female
187,187,68,63,male
171.6,159,61,53,female
253,253,66,62,male
156,146,62,67,female
216,212,63,54,female
212,195.2,69,48,male
163,158,63,44,female
172,172,62,59,female
189,180.1,64,39,male
195,189.2,60,29,female
390,375.1,74,48,male
297,288,70,58,male
206,212,65,59,male
207,207,67,34,male
190,190,71,25,male
285,285,69,71,male
211,202,70,47,male
145,143.5,63,54,female
183,183,65,67,female
278.8,269.4,69,51,female
169.1,165,68,46,female
160,160,69,32,female
286,283.5,72,59,male
288,286,74,60,male
138,132.4,61,51,female
132,132,63,16,female
150,155,68,30,female
242,242,70,44,male
172,145.8,69,35,female
225,222,61,52,female
120,119,64,36,female
138,145,65,23,female
168,168,66,42,female
193,193,64,55,female
250,250,64,43,female
153,148.8,65,55,female
237.5,237.5,65,51,female
297,277.8,72,31,male
162,159.8,65,33,female
187,187,68,61,female
145,144,66,28,female
203,204,66,52,female
236,231,66,42,female
133,133.5,66,59,female
265,265,75,21,male
155,155,65,23,female
135,132,66,60,female
169,161,66,48,female
196,196,72,58,male
216,224.6,64,45,female
346,329,62,48,female
176,176,67,59,female
149.5,138.5,70,55,female
